1.611518330706080082e+00,-1.088133723097695960e+00,6.346678102683036560e-01,7.192874912069311399e-01,-1.630122812351131323e-01,3.985654314951690425e-01,6.346678102683036560e-01
3.719264062441576257e+00,-2.372395546016384582e+00,-8.509587610119374590e-01,1.396528780116274848e-01,-1.903672957634076290e+00,1.468831783141292258e+00,-8.509587610119374590e-01
-2.227239981596715879e-01,-2.815846871184734646e+00,-7.743735778342273335e-01,-7.822912801548906891e-01,4.743556479403142068e-01,-1.493997374311012649e+00,-7.743735778342273335e-01
-2.629066756465602950e+00,1.765171710145862605e+00,-1.772059201611465351e+00,-7.404389572240196449e-01,-6.494522865104499498e-01,-9.471505512567484075e-01,-1.772059201611465351e+00
1.234709503359172400e+00,-8.734875571935893923e-01,-9.651526909862575554e-01,1.035766408973153752e+00,-4.581157865992531719e-01,1.163726674467128852e+00,-9.651526909862575554e-01
8.845755644676114304e-01,-5.972014408560391008e-01,8.231020748521368224e-01,1.695462219996376751e-01,5.157164502938436090e-01,4.199878448262281960e-01,8.231020748521368224e-01
2.021536073731746264e+00,-1.254824715325457252e+00,8.779171565590382365e-01,1.442539576340840179e+00,-2.259572047152569318e-01,5.013684544209351390e-01,8.779171565590382365e-01
1.997404970438864114e-01,2.722606952240775868e+00,-8.410493165018211315e-01,7.163857954965329178e-01,-1.986337703140809374e+00,1.247057997028637066e+00,-8.410493165018211315e-01
3.037184809971583688e-01,1.321703174981777584e+00,9.620101849460527266e-02,-1.686277808106183329e+00,-1.563947267682288089e+00,-1.583776460759128701e-01,9.620101849460527266e-02
1.418100526707794629e+00,-1.665215919288372426e+00,1.947835452503152709e-01,4.905422101616374597e-01,-7.363639658972476187e-01,-5.200057483104842948e-01,1.947835452503152709e-01
-2.285413585414152848e+00,1.773677144659646432e+00,-2.324814819062062998e+00,5.069709497228730433e-01,-1.881457315755445281e+00,-1.271520424514979375e+00,-2.324814819062062998e+00
-6.044862739333781709e-01,-2.746332473786506245e+00,1.296752753535737046e+00,1.347620031097200632e+00,1.118169888300345249e+00,-3.014774810248778358e+00,1.296752753535737046e+00
8.287808297781078526e-01,-1.355704331074178981e-01,-4.685949041709523977e-01,-1.731995776750638594e-01,-1.255809671489418022e+00,6.326329354795179327e-02,-4.685949041709523977e-01
-1.700304492521384603e+00,-1.242127625304826566e+00,-7.594065518636641254e-01,-7.908875829561502757e-02,2.185093373545013762e+00,-3.329858748507967814e-01,-7.594065518636641254e-01
8.902387362287569328e-01,3.180207046808676274e-01,-5.235203944421877864e-01,-2.927621043016599353e-02,-2.271508081095384490e+00,-4.456987524825626323e-01,-5.235203944421877864e-01
7.499288048155339226e-02,1.068831442062014636e+00,-2.431870220427845730e+00,5.138735760868314711e-02,-1.027066208610539322e+00,2.009704610015003112e+00,-2.431870220427845730e+00
3.370373094979722595e+00,-2.515832422480905883e+00,3.139625028061774792e+00,1.209655460550943668e-01,3.503871248750451528e+00,2.925509972511005863e+00,3.139625028061774792e+00
