-9.433430684904708929e-02,-9.433430684904708929e-02,9.721507613165302208e-01,-1.543534868567525198e+00,1.099272598253894007e+00,7.820918736908261115e-01,-1.218538644117882264e+00
1.269354134105304954e+00,1.269354134105304954e+00,-1.053663491480407943e+00,9.759542720615483891e-01,-1.728832153055153142e+00,1.066125177828173953e+00,1.712328316171323639e+00
-1.722329300180204470e+00,-1.722329300180204470e+00,4.873231724184445834e-02,7.850095912055865544e-01,5.007962832866567071e-01,1.068499501410433705e+00,1.206981310886438230e+00
1.310235429796346773e+00,1.310235429796346773e+00,1.459037342143382210e-01,-8.088334305126021473e-01,-4.731103104567215833e-01,-8.213439768523017603e-01,3.397090200186688724e-01
1.098552657555676770e+00,1.098552657555676770e+00,7.268998318603615560e-01,6.880581216335404093e-01,1.817157830447050371e-01,2.061446762950716050e+00,-8.054247992029986980e-01
3.156914689422574138e-01,3.156914689422574138e-01,8.710703880240611152e-02,6.027750315221538369e-01,-1.144625107649025197e-01,1.117882117096306471e+00,3.018797602093692412e-02
1.762578667266973431e+00,1.762578667266973431e+00,1.611986009476185977e+00,1.367499288084490505e-01,5.248351702435232191e-01,9.575720485687599925e-01,-4.593691210837800853e-01
5.564690112770580566e-01,5.564690112770580566e-01,3.097656367475857042e+00,1.088588496678386308e+00,1.360511692064408029e+00,-5.262874396850319991e-01,3.384074380374430202e+00
1.723065762434643933e+00,1.723065762434643933e+00,-3.907719991559129302e-01,8.999929477122116106e-01,-1.613071518821023176e+00,1.347056365382597765e+00,2.694445255835410613e+00
-5.261736531538674377e-02,-5.261736531538674377e-02,-2.358854293282895975e-01,-1.025563044600403151e+00,-8.877292918235146768e-02,1.443603360316778883e-01,-8.956933383192700049e-03
1.410265895125207392e+00,1.410265895125207392e+00,1.679374224843030561e+00,-9.728898821163358690e-01,9.362708118212540453e-01,-7.456760864659977006e-01,-1.185414408659827501e+00
1.520429266434255577e+00,1.520429266434255577e+00,-7.113976495321264748e-01,1.323094874028297729e+00,-1.875888576983020695e+00,-2.084231297351180956e+00,3.131313623857867157e+00
-2.083631107765617330e+00,-2.083631107765617330e+00,2.182365531575560347e+00,2.904595995951109177e-02,2.443773092297729210e+00,1.078951355747780116e+00,4.722728590827476869e-01
2.624004875422297545e+00,2.624004875422297545e+00,-4.311396992614695001e-01,-3.823166084135154463e-02,-1.641697806546690508e+00,-8.648322976341095147e-01,9.632793398502403903e-01
-5.848465050004274524e-01,-5.848465050004274524e-01,1.290398539361751196e+00,-3.605149091281966145e-01,8.119677429208866926e-01,-4.813974994460768451e-03,2.232789584601786004e+00
1.587914372351715508e+00,1.587914372351715508e+00,5.928367993608852915e-01,3.617149050338053784e-01,-5.224976090454145350e-01,-4.966795894524358435e-01,1.334512649949636254e+00
-6.706750031337395113e-01,-6.706750031337395113e-01,-1.280424956959820282e-01,1.802875773393666226e-01,4.589308980165060503e-01,-1.314200087447671361e+00,-1.431645776348487775e+00
