1.433812555811812217e+00,-6.433385422456384672e-01,3.488903472961131791e-01,2.836438166820867135e-01,-1.445059376757382719e+00,2.836438166820867135e-01,-2.113513400115290874e+00,-3.097367164496906411e-01,-2.997305161247985961e+00
6.954196229016454955e-01,1.583826035213412808e+00,-1.843748342153600506e+00,2.134716247905028563e+00,-1.918002748752405395e-01,2.134716247905028563e+00,-9.279824243593699507e-01,1.819670859118859507e+00,3.211037680353076240e+00
-1.097606427212551417e+00,-6.576474177575727387e-01,-7.483511372070096312e-01,9.072094559741776809e-01,-3.083124277742194108e-01,9.072094559741776809e-01,-1.213139178578963584e+00,1.589681606861467866e+00,8.259908629133232427e-01
6.900661400935120815e-01,1.142905382153013072e+00,4.196603375012330495e-01,-1.318254734504143544e+00,-1.296046839539894524e+00,-1.318254734504143544e+00,-7.767762961368216423e-01,3.592402516072220608e-01,-1.970779091989858234e+00
1.716021821079273479e+00,1.905404853498322559e+00,3.873472562677859332e-01,6.236992768938023346e-01,-2.924922907605774558e+00,6.236992768938023346e-01,-1.778505041238762630e+00,2.592791934127359088e+00,5.130412555848432588e-01
-4.619106604596261434e-01,1.227053672745501256e+00,3.246844486628694959e-01,-2.941853251698278271e+00,1.890802875658155191e+00,-2.941853251698278271e+00,1.037504454773374274e+00,2.389656075032312810e+00,-2.683213220733781323e+00
-3.397966342438247356e+00,1.254235415003881027e+00,1.766377694218673466e-01,-3.639835498886881737e+00,-3.616753035282684436e+00,-3.639835498886881737e+00,6.057800498569155812e-01,3.146132797177807028e+00,7.894382367454961802e-01
-2.201519425354152570e+00,-1.664419258939852320e+00,2.031235025886321210e+00,-1.616619716006924445e+00,-2.597060210263461011e-01,-1.616619716006924445e+00,8.656242608923422344e-01,-1.409359677573267300e+00,-9.669974507372620653e-01
1.370618958295703571e+00,1.488035652593997504e+00,-6.308952173535157248e-01,-1.755720410996123970e+00,-1.609120230340510993e+00,-1.755720410996123970e+00,5.777299969409805946e-01,1.011969980217742648e+00,-1.403443304505386235e+00
1.209127626206611961e-01,1.070612115096526207e+00,-7.251029143826146495e-01,-2.248787931996341527e+00,8.935059787902802642e-01,-2.248787931996341527e+00,6.667957669242792207e-01,-7.338493953599251052e-01,-2.435602089299559569e+00
-5.209264197562725185e-01,-2.653751854284772449e+00,-1.003309991744797403e+00,-6.195620747073804502e-02,-2.143383641549498453e+00,-6.195620747073804502e-02,4.016925620094946581e-01,-6.940882407545270194e-01,-5.469234667898463798e-01
-7.185062470424363745e-02,3.875611834983067050e-01,-8.923173142502213162e-01,1.438745398559091448e+00,-3.643739411760754110e-01,1.438745398559091448e+00,-4.134201605375901756e-01,5.147519330818406402e-02,2.335915965112382420e+00
1.246530518920838215e+00,8.567207696464121947e-01,8.972891169337665618e-01,-9.042183040847093789e-01,1.077564811916759346e+00,-9.042183040847093789e-01,4.191782269637337466e-01,4.202795813829224514e+00,-1.565182944376153351e+00
-1.016477773508483118e+00,-2.269274015470026384e-01,1.453594298381125638e-01,-1.420861168984798972e+00,-1.914223743600592886e+00,-1.420861168984798972e+00,-1.505609006541197115e+00,-1.178605982997892987e+00,-2.311975697158926035e+00
1.398280331408132016e+00,1.032454468199417441e+00,-1.172365848169404812e+00,1.141075419056645890e+00,1.681229229878850706e+00,1.141075419056645890e+00,1.093102810197235542e+00,-9.712103858783124322e-01,1.727973218951750933e+00
-1.183974875855814179e+00,4.887609287910047451e-01,-7.679140665561392520e-01,-1.704886947225607408e+00,1.353713006170072175e+00,-1.704886947225607408e+00,3.171887720530578436e-01,-1.847433833660342195e+00,-1.517263941857841303e+00
6.574168677704399499e-01,4.912097723637054436e-01,-4.976439369572162597e-01,-6.319785418287482415e-01,4.656205971238486230e-01,-6.319785418287482415e-01,1.015655475503708161e+00,-2.237942802437788092e+00,-4.503209530680448713e-01
1.056126632772391050e+00,3.123457162524267083e+00,9.546842249916916157e-02,3.497964547813174896e-01,8.168223278993248515e-01,3.497964547813174896e-01,-1.682012305447078138e+00,-5.347067129010917297e-01,3.850277792763273643e-02
-5.709192208970771398e-01,7.534419371827050238e-02,2.283112757951923921e+00,-1.087998634307847157e+00,7.242115632121591817e-01,-1.087998634307847157e+00,7.697713200262983335e-01,-7.248441767552605830e-01,-6.544628661564682037e-01
2.504314327734593171e+00,1.131171289898466714e+00,2.084183707714719169e+00,1.089398792217773693e+00,1.299282431864311249e+00,1.089398792217773693e+00,2.083778032989487272e-01,-6.490851020242526248e-01,-8.362750302792654189e-03
-1.657741552579826694e-01,-2.862071541116484763e+00,1.548057434620989214e+00,9.625989688447377235e-01,-1.200866705513062183e+00,9.625989688447377235e-01,1.005506319882550903e+00,-9.009424774801723101e-01,7.700437986084408548e-01
2.010605319879823494e+00,2.133054033038750852e+00,-1.586301875702809339e+00,8.819539636708988439e-01,1.651266272659995593e+00,8.819539636708988439e-01,5.725600908277317380e-01,-2.149155293658104426e+00,1.076082641336506551e+00
6.606471788932539724e-01,-2.361570472108063257e+00,-2.994599601871864580e-01,-2.679629557312779298e-02,-5.624049138085051025e-01,-2.679629557312779298e-02,2.319938511001516268e+00,-1.600226595134043084e+00,-4.236829554613458226e-02
3.403422805950390817e+00,-4.525390715341446324e+00,-1.224459682149813683e-01,3.876292706368218877e+00,-2.994100167818135594e-01,3.876292706368218877e+00,1.108879599096560087e+00,-6.411892752983200383e-02,4.780785167306270678e-01
2.151180836199087398e+00,1.195936874708030118e+00,-1.167172458157717863e+00,1.734377510183140458e+00,1.653369506410107714e+00,1.734377510183140458e+00,-2.183622334884182670e-01,-6.958104761114433101e-01,7.701981868500105133e-01
-2.060836716317779427e+00,5.638566413791638032e-01,4.433925554931472113e-01,-2.097589463987389102e+00,-1.497192340919824005e+00,-2.097589463987389102e+00,-1.270382163159323063e+00,3.367217127741845006e-01,-1.598962884778619031e+00
-6.569938610450438699e-01,2.518797652426105760e+00,-6.783850166757764422e-01,-1.873714868210074824e+00,1.538901385659776633e-01,-1.873714868210074824e+00,4.762648821344780403e-01,-2.234280540920433600e-01,1.784412330696971694e-01
5.123937341845393734e-01,-1.533765810324330348e+00,5.208008689816993053e-01,-1.376764483216377233e+00,1.859804211054338907e-01,-1.376764483216377233e+00,1.469846374736680561e+00,-4.668166032423920475e-01,-2.436938821386982479e+00
3.558967406102188091e-01,-1.243243722615397839e+00,5.269244771085974666e-01,5.170466581728731192e+00,2.608982298961611601e+00,5.170466581728731192e+00,-3.129853327973722621e+00,5.280537236284175151e-01,2.369734060388868357e+00
2.773810447571437798e+00,-2.449351858052125852e+00,1.246034903962636164e+00,3.767897692384589270e+00,-1.827372189798736279e+00,3.767897692384589270e+00,-5.388602051871999032e-01,1.240392999126011642e+00,1.591652602022578744e+00
1.470371202160095203e+00,-1.804522521923186407e+00,1.396614529882995281e+00,3.141215030599464608e-01,-1.187342869726696337e+00,3.141215030599464608e-01,6.124277130637433286e-01,4.102674751990246227e-01,-1.171878532701349673e+00
-1.787868282853917634e+00,-1.888901770908823607e+00,-2.238333726089128048e-02,-6.610093406881746292e-01,1.067489338922950282e+00,-6.610093406881746292e-01,1.167287620661302094e+00,-1.649641028482618843e+00,-2.974404006399321565e-01
-1.595437631484531771e+00,-1.759446500228241561e+00,1.019001881762274353e+00,-5.297782610689805161e-02,-1.421804789817238568e+00,-5.297782610689805161e-02,1.371666635121417954e+00,-1.207888834183968196e+00,1.846493988709807521e+00
-4.118831212937855701e-01,1.636652629154961569e-01,-3.491285199319459909e-01,1.232832019380361022e+00,-1.108379016502100356e+00,1.232832019380361022e+00,-9.216648291398772397e-01,4.367277297411537029e-02,1.920654428851356954e+00
1.212595702528151520e+00,-1.209123272162049290e-02,1.090627123243798957e+00,1.643143388733475652e-01,4.206147203481201968e-01,1.643143388733475652e-01,1.178962435066742920e+00,-1.040150815936068951e-01,1.911557307900796365e-01
-1.383290676254473328e-01,1.972416564496913827e-01,1.209976805268222044e+00,-1.339249989492589332e+00,1.525054940583854712e+00,-1.339249989492589332e+00,1.181441881295711926e+00,-4.090309478960315048e-01,-1.218324694961979038e+00
4.677044047355499168e-01,-4.396607810845966080e-01,1.652437121298408584e+00,-7.288618866420901732e-01,-1.553402748926797194e+00,-7.288618866420901732e-01,1.892979697049879118e-02,2.424819989227700034e-02,-1.247890640061498857e+00
-1.936175027012888794e+00,-2.774862143804935677e+00,6.681675559122310926e-01,-4.868159871572769193e-01,4.540409709840845798e-01,-4.868159871572769193e-01,1.499317458264860736e+00,-1.026714472590618765e+00,1.584265056918210401e-02
3.700224952396434119e+00,1.143231516782227342e+00,2.060894445170735612e+00,-7.739191557840197078e-03,-3.169166844849249820e+00,-7.739191557840197078e-03,-1.158297414146635118e-01,6.928528648497687126e-01,-1.178352234576924396e+00
1.115948997859516734e+00,-4.465217234684381031e-01,-2.790975053281450347e-01,1.121464916981271376e+00,-2.049170639151150830e+00,1.121464916981271376e+00,-1.005639000921031645e+00,5.008261372568129088e-01,1.985873768163016750e-01
-4.608651861334610578e-01,1.107335621167713668e+00,2.249854852600703836e+00,-2.839319749195178932e+00,4.250251856032768449e-01,-2.839319749195178932e+00,1.398850378838107478e+00,-2.504106471873979611e+00,-1.954006665723018621e+00
1.027783995390282978e+00,1.139534507983966938e+00,2.407097813144647713e-01,-7.110596758389690075e-01,-1.695097574433919729e-01,-7.110596758389690075e-01,-4.117305707523297720e-01,-1.273445849213167058e+00,-1.530151094050427041e+00
1.186558009973470718e-04,-8.972159151283994882e-01,2.721057909349519632e-01,-5.116041269010099812e-01,1.570772879854124282e-01,-5.116041269010099812e-01,1.111853501303332159e+00,2.742246926573476129e-01,-4.241026283857033397e-01
-1.145259643776275649e+00,5.204111030076803424e-01,-1.392921713730989053e-01,-6.339406544819476963e-01,-1.295448497384138475e+00,-6.339406544819476963e-01,-1.114856325724858710e+00,-2.765943886952826336e-01,-1.569692805002138591e-01
1.338026064221115252e+00,4.852575887761257922e-01,2.530262020274761103e-01,2.002094654672238683e+00,-2.476959772772481472e+00,2.002094654672238683e+00,-4.860608296826068875e-01,-2.682283615379109420e+00,2.640104753736953302e+00
6.269816985469488513e-01,2.128779672803152945e+00,7.952478740181101458e-01,8.130263834445472515e-01,1.876135289245346449e+00,8.130263834445472515e-01,-5.821270517418366541e-01,-1.059876983305853670e+00,9.943242798351659140e-01
3.527131115325053745e+00,-3.435486610595739343e+00,2.472601438796444118e+00,2.124898022321867863e+00,-3.035346637453073537e-01,2.124898022321867863e+00,2.650691532103452985e+00,-3.152949589566093280e+00,-4.542084797747159008e-02
-1.375084991703793946e+00,1.803869989970402488e-01,-1.881352399897785688e+00,-4.627344569286735876e+00,-6.899281849616222262e-01,-4.627344569286735876e+00,3.538016410342633034e+00,8.543521529144468829e-01,-1.765040585781512572e+00
8.180962039211596704e-01,-6.884569301022439580e-01,7.401413988300463709e-01,2.487226707534644365e-01,-8.372290770310161223e-01,2.487226707534644365e-01,7.083855651210034798e-01,1.612996427539958866e-02,1.625071333578023136e-01
2.159404956269909137e-01,-1.078754578351629689e+00,8.735652233830624169e-01,1.200140328545580504e+00,-3.951654741679453409e-01,1.200140328545580504e+00,2.016647263830354531e-01,3.959561260972755403e-01,1.174163568601905183e+00
1.615965270042939217e+00,-4.185424809712519512e+00,5.271413720016961957e-01,1.528040386052786692e+00,1.138649425773748725e+00,1.528040386052786692e+00,4.423711990929652060e+00,2.671707221776311592e-01,1.599258658070155548e+00
-2.135717258235198202e+00,7.063906479526967930e-01,-3.803425922081046101e-02,-2.702873641606712063e+00,1.223556531340658893e+00,-2.702873641606712063e+00,4.570649790583513061e-01,-6.698364587271331549e-01,-1.750078584201680609e+00
-7.928442258147793131e-01,2.397802764730564196e+00,7.020699551300684238e-01,-2.967095217115486072e+00,-7.436442981231959903e-01,-2.967095217115486072e+00,2.055308468502933472e+00,2.671034016121320853e+00,7.018962769400393098e-01
5.222157433768518375e-01,1.108944027876198613e+00,4.472828495305724572e-01,1.299065037750629426e+00,-1.356312289953723216e+00,1.299065037750629426e+00,-1.009872882559814666e+00,-3.951894082454372459e-01,1.939691767288403312e+00
1.548171454100914612e+00,5.926015253826381057e-01,2.566856186010190388e+00,4.665048303316450262e-01,-7.038527460532619795e-01,4.665048303316450262e-01,-1.858472760400593504e+00,-9.740248169514580390e-01,-1.886455637332672630e+00
1.347023921529522106e-02,9.197713634377657765e-01,3.628542461737967462e-01,7.760377558388333874e-01,1.153199416344924622e+00,7.760377558388333874e-01,-9.658494108578132842e-01,-7.497561063570711282e-01,4.186216293839926106e-01
1.615744307016857562e-01,-3.605088625583435791e-02,3.587316906378167775e-02,-3.519336927124835146e+00,-1.206715255554065447e+00,-3.519336927124835146e+00,2.667336392048583082e+00,1.894516320416836375e-01,-2.346470522656503910e+00
3.257184378420113990e+00,-2.368040148728096206e+00,-5.442737089786985338e-01,4.741363023769440410e-01,-2.485271997840466263e+00,4.741363023769440410e-01,1.348156392260485337e+00,-4.473968371525595122e-01,-1.755360180533427350e+00
-2.737045000521531879e-01,8.792456179829456486e-01,-7.318966635198653758e-01,-1.832148336623419249e+00,-3.755054234501895571e-01,-1.832148336623419249e+00,2.553049275610846935e-01,-1.419999597692406024e+00,-1.536742717261257773e+00
1.087746086960655889e+00,1.627914734441381128e+00,-1.771782345031394992e-02,-7.573264567543077641e-01,-1.471435081905539510e+00,-7.573264567543077641e-01,-1.558457493900828439e+00,-3.135635948255216521e-01,-1.843708045637444393e+00
-5.023255818497803782e-01,8.922111789300016804e-01,-1.216251839352077285e-01,-3.284616638165986480e+00,-1.076549518961888996e+00,-3.284616638165986480e+00,1.542217515954436013e+00,2.151121211678166389e+00,-1.716435635160465267e+00
1.409343148718656735e+00,7.145741197071859840e-01,6.877204142055618474e-01,1.928642603839585634e+00,1.066214457085656875e-01,1.928642603839585634e+00,-1.331343878441730855e+00,3.671864793181477404e-01,8.989788496460762168e-01
-5.326485581432632843e-01,-8.250396707500081694e-01,4.977848067765077711e-01,3.757102923319017851e+00,3.943314806118694005e+00,3.757102923319017851e+00,-2.187564115420445265e+00,3.580960649362007420e+00,1.946930928687881313e+00
-1.246669128346684641e+00,1.354020756128072822e+00,3.498689516727754856e-01,-3.911964807202486405e+00,-1.490574754153622949e-01,-3.911964807202486405e+00,3.371482808616175220e-01,2.893081538828952581e+00,-3.221964403483973616e+00
-1.930552987515109287e+00,-7.020344911682959710e-01,2.058969937178809495e+00,5.309180029125353251e-01,-2.066164747041142613e-01,5.309180029125353251e-01,-1.949503134711143559e-01,-1.181278544041987733e+00,1.796421698300769698e+00
-2.025262318537498718e+00,-3.668705247863319752e+00,1.154137437092956242e+00,-8.210756637133997948e-01,-3.028782062955199805e+00,-8.210756637133997948e-01,6.143582750720131269e-01,-8.910728458039144373e-01,-6.233163781397275116e-01
