6.830515612721471674e-01,-3.065617389583061403e+00,1.233021819305269773e+00,6.830515612721471674e-01,6.180826978203638467e-01,1.217008609128233054e+00,-2.274305720682460397e+00,-7.177708883070099688e-01
-2.341925588250739487e+00,2.706906202229195646e+00,6.447142185343996967e-01,-2.341925588250739487e+00,-9.630802015561354956e-01,3.451768035294844328e-01,2.001135470475646994e+00,6.651389345504405970e-01
7.209968442717789028e-01,5.076227152895925743e-01,-5.677168211212335613e-02,7.209968442717789028e-01,1.233157091353833890e+00,-9.085751946345432817e-01,4.185258646225933354e-01,1.372166748104359568e+00
1.414571074481907331e+00,-7.462906698901931035e-01,-9.104441672133078978e-02,1.414571074481907331e+00,1.033983914249235525e+00,8.129042945436901757e-01,-5.524693530562450050e-01,9.698060126389700386e-01
-2.032711189548250807e-01,2.811835280309922247e+00,2.489154527955753871e+00,-2.032711189548250807e-01,2.354628240368922487e+00,7.108492940684985051e-01,3.886218116906068332e+00,7.869465423857167075e-01
-3.033717414781700761e+00,1.036489470740971086e+00,-1.337912392766451575e+00,-3.033717414781700761e+00,-4.182509251267509942e-01,9.626152438390118693e-01,-2.413617395002225496e-01,-1.400447809353043471e+00
1.289277309113836312e+00,1.536212931626591838e-02,-5.605522577846786536e-01,1.289277309113836312e+00,2.640142358784677956e+00,-2.429332528432643024e+00,-1.321608410451824422e-01,1.641823743295711902e+00
1.524654144157337132e+00,-8.140811750598301311e-01,-1.350083948326619154e-01,1.524654144157337132e+00,9.644069225870837148e-01,2.715856036142299534e-01,-8.185495460366983833e-01,1.611379554537203607e+00
1.790016422627711989e+00,-2.536641867028496922e+00,2.968102750184208993e+00,1.790016422627711989e+00,9.511946049611577081e-01,-3.727576268171324796e-03,-1.253894374753373508e+00,1.575720414261223556e+00
7.985861102310443105e-02,1.720570479580141754e+00,9.963372985055680697e-01,7.985861102310443105e-02,7.350672641852946665e-01,-2.064198205690794263e-01,1.821593050809526826e+00,1.630514626132127276e+00
-3.021663100114046152e+00,2.252196636033137800e+00,-8.025175508808202185e-02,-3.021663100114046152e+00,-7.666286819033296673e-01,1.178886018547349313e+00,1.668636049009673439e+00,-1.557355457049387271e+00
1.641598341222433532e+00,-3.138519604380308081e+00,5.800156623725629679e+00,1.641598341222433532e+00,1.167677010936638116e+00,4.500466886869070038e-01,-9.171200984048962779e-01,2.060893403070024110e+00
-8.677371775670061904e-01,7.111956724185573009e-01,3.884282341620290957e-01,-8.677371775670061904e-01,-5.668143944178557270e+00,-6.275993761054760034e-01,8.226372468459428600e-01,-1.405081099006976642e+00
1.905511821069880707e-01,8.208782387008792814e-01,-2.392809245638009230e+00,1.905511821069880707e-01,1.205052834527712724e+00,1.831519766580587127e+00,6.275992027897374648e-01,-1.855085151394908483e+00
1.160125445754423446e+00,5.288888532723740044e-01,-6.683120661163515219e-01,1.160125445754423446e+00,1.061923777399482072e+00,-1.161648597037463482e-01,5.919740733736464922e-01,6.685089770183301194e-01
1.182613461664288490e+00,1.517794333575962717e+00,9.494384217779311408e-01,1.182613461664288490e+00,-6.334285160148775962e-01,1.453729430023983804e+00,2.647126734854143404e+00,-3.517614705457556834e-01
2.386041242314266508e+00,9.437610191631444767e-01,-7.923669985756647272e-01,2.386041242314266508e+00,7.734870004903683371e-01,5.550839383199549504e-01,1.290318556587180865e+00,1.256955430246530447e+00
