5.888936637934330420e+00,6.507957509919783945e-01,-2.188636394027982046e+00,-3.055852630038494944e+00,-2.742420842679277548e+00,1.001322398486606424e+00,-3.361254021650343926e-01,5.888936637934330420e+00
-1.228868755922194023e+00,3.580982597457276206e+00,-1.255358425670254130e+00,-4.467700601206804345e-01,7.901817847585390631e-02,3.521534362084448588e+00,-5.044177884460836481e-01,-1.228868755922194023e+00
2.295680341787655898e+00,1.946427666197496076e-01,1.592126067580571291e+00,1.226070594462804975e+00,3.449760089622666115e+00,-2.664495174964691682e-01,-8.840977659478338468e-01,2.295680341787655898e+00
-2.152284025834310555e+00,4.346977172821353541e-01,-2.649409802424995686e-02,-3.211246336997969131e+00,8.387328697651805776e-01,1.364427467373620750e+00,-1.384118866078149976e-02,-2.152284025834310555e+00
4.186056902613400688e+00,-1.182085985234323289e+00,-1.525956700297236013e-01,-1.620219294302769120e+00,-5.165307908085723376e-01,-1.293391705288139182e+00,3.523823803176165392e-01,4.186056902613400688e+00
2.544449434904694218e-01,3.530309814707046634e-01,2.253788292260355819e-01,-1.985212636493925542e+00,1.178207237336353908e+00,6.053510938699403487e-01,7.271613457015115856e-01,2.544449434904694218e-01
-2.691173461578300952e+00,1.562951893071392151e+00,-3.462003446219878433e-01,-2.778360328391416001e-02,3.891541790969104131e-01,2.154684302676719287e+00,3.121735582366033102e-01,-2.691173461578300952e+00
3.155634578136105262e+00,8.862337277200693642e-02,-6.380916112406069818e-01,-6.949031430077714511e-01,-6.976602331920399580e-01,2.542379507575548980e-01,1.293691370185540701e-01,3.155634578136105262e+00
-2.367549011786981961e+00,7.535766039087183898e-01,-4.187791392852910910e-01,-3.883079775885148743e-01,-5.414973239463324317e-01,7.360598015720123399e-01,-9.826020233417244176e-01,-2.367549011786981961e+00
1.899882620501327946e+00,-1.438158118688668941e+00,1.172580191096200153e+00,7.834335415074730191e-01,1.275773626402623151e+00,-1.924440589387808487e+00,1.671180602975607110e-01,1.899882620501327946e+00
